t,lwww,rwww
6.744,10.871543439350376,13.82354677008257
6.756,10.651031013012528,13.594725896880467
6.768,10.443006171258013,13.386540642285551
6.78,10.245492270392418,13.077098427171936
6.792,10.0591392557471,12.792538317566382
6.804,9.88273229300585,12.471110481316279
6.816,9.715724954916977,12.114755233096798
6.828,9.558169294507014,11.785577523094386
6.84,9.409566061969599,11.48201811812325
6.852,9.269445979154687,11.202611321319146
6.864,9.137367941496464,10.945979359731501
6.876,9.012326895784105,10.65052128346419
6.888,8.893946363349546,10.318290108108265
6.9,8.781872866656743,9.951216044601047
6.912,8.675268691756408,9.49089261643344
6.924,8.574832651288055,9.062724421595632
6.936,8.480263338188538,8.664854108168445
6.948,8.391277448289888,8.295535745980914
6.96,8.307090193960251,7.892894247547256
6.972,8.227458454098885,7.4586512440777
6.984,8.15215400875273,6.994425343729956
6.996,8.080962554158395,6.501738221706812
7.008,8.014131617537807,6.042184578769243
7.0200000000000005,7.951468785569457,5.613848631655938
7.032,7.892316190104332,5.154737110702702
7.0440000000000005,7.836968128648705,4.726594060998732
7.056,7.784790717572749,4.267443254297248
7.0680000000000005,7.7356369493746096,3.7788655102762165
7.08,7.689369001455081,3.2623471218172297
7.0920000000000005,7.646285518200568,2.779428752601093
7.104,7.605820977547956,2.268007269949331
7.1160000000000005,7.567861444864651,1.7295130149881646
7.128,7.532300083295352,1.1652907266496795
7.140000000000001,7.49943374718799,0.6367170899318061
7.152,7.468755127016998,0.0815947260605434
7.164000000000001,7.44057608467053,-0.43864814655470186
7.176,7.414816541440507,-0.9260319490073139
7.188,7.390561088368255,-1.5027268433970729
7.2,7.368544920725211,-2.04376701569147
7.212,7.348703661828617,-2.5512194521601668
7.224,7.330976820227426,-3.0270271431000797
7.236,7.315307556723727,-3.473016522729793
7.248,7.301642465369536,-3.8909044626869562
7.26,7.289457798513011,-4.342493808159265
7.272,7.278270191079577,-4.886196043110566
7.284,7.268900147425541,-5.396822682912
7.296,7.259762113500357,-6.116694345822791
7.308,7.25170666049732,-6.914261990945895
7.32,7.24523240030382,-7.6655190520347265
7.332,7.240036247239253,-8.433165924529456
7.344,7.2363461677777074,-9.156523095378583
7.356,7.233852250386314,-9.898181136768462
7.368,7.232798507603175,-10.597334839821906
7.38,7.232867189878805,-11.316479544349814
7.392,7.233787667620383,-12.114658584125937
7.404,7.236021914004495,-12.867835917934821
7.416,7.239303015527312,-13.638613623499424
7.428,7.243851634882773,-14.366261076009039
7.44,7.249388844318647,-15.113282954481047
7.452,7.256153288164913,-15.818827804589866
7.464,7.263608286736839,-16.605276773722117
7.476,7.272226215273553,-17.348481204369943
7.488,7.281529020477891,-18.170873626683054
7.5,7.291732413117637,-19.008380849625677
7.5120000000000005,7.303008953202596,-19.800478611834894
7.524,7.315142881739983,-20.609757189550727
7.5360000000000005,7.328327511451711,-21.37555030089189
7.548,7.342330099910812,-22.160351213975638
7.5600000000000005,7.357138887080801,-22.963306960941118
7.572,7.372742873383767,-23.78361574800166
7.5840000000000005,7.389330465765541,-24.560609800212767
7.596,7.406493770362176,-25.416666915652247
7.6080000000000005,7.424423353971232,-26.287753549688247
7.62,7.443110553759712,-27.173255689895296
7.632000000000001,7.462690843991417,-28.01273720521467
7.644,7.482998760429875,-28.868786059623055
7.656000000000001,7.504192918643586,-29.68081577247003
7.668,7.52628732314948,-30.45139987006211
7.68,7.548873888326296,-31.302809554485837
7.692,7.572322263499558,-32.111016425077906
7.704,7.596647486156745,-32.87854561491963
